text,label
"近日，宿州市生态环境局对安徽虹光企业投资集团未按时足额清缴配额的行为进行立案查处，该案件为安徽省首例涉及碳排放配额未按时清缴的环境违法案件。

作者：碳讯网
链接：https://xueqiu.com/4075818434/214395291
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"联想还特别关注到产品在使用阶段的温室气体排放，因为产品70-80%的环境影响，是在消费者使用过程中产生的。自 2008 年以来，联想已经减少了3240吨的包装重量消耗；到2025/26财年，将有90%的PC和60%的智能手机包装将由可回收材料制成。



作者：联想集团官方账号
链接：https://xueqiu.com/6924528856/221792929
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"8月1日，网传浪潮员工加班晕倒登上热搜。对此，浪潮集团回应称，该员工为呼吸性碱中毒，目前身体已恢复正常，将回家休息。据媒体报道，此前，浪潮软件济南办公室因挂鼓励员工加班的标语，包括“白天加白班，不瞌睡；晚上加晚班，睡不着”“大家加，才是真的加，加班真好”““他加我也加，想跑也跑不了”等，引发舆论关注。随后，济南市劳动保障监察支队对该公司进行调查。

作者：和讯财经
链接：https://xueqiu.com/6755337232/226886342
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"生物柴油的原料来源广泛、充足，单以我国每年450万吨的地沟油为原料，生物柴油年产值即可达到250亿水平。

另一方面，生物柴油行业体现了资源循环利用的发展理念，符合社会发展的方向，油料作物等可再生原料的供应量将不断增加，行业产值或达千亿以上，是属于可以孕育出独角兽的行业。

当下，生物柴油行业没有主板上市企业，但在新三板挂牌的企业有5家。基于行业整体现状，五家挂牌企业虽然整体盈利不佳，但隆海生物是目前唯一在市场低迷环境下依靠生物柴油业务实现盈利的新三板企业，且毛利率最高。



作者：读懂财经
链接：https://xueqiu.com/4660283758/97333508
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"7月7日，科大讯飞（002230）与安徽省宣城市泾县签订生态环保和乡村振兴捐赠协议，专项捐赠1000万元用于泾县蔡村镇小康村，重点扶持该村毛竹生态保护和“林下”产业发展，保护生态环境，助力乡村振兴。

作者：科大讯飞(SZ002230)
链接：https://xueqiu.com/S/SZ002230/189900026
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"飞鹤注重环境制度体系的建设，严格遵守《中华人民共和国环境保护法》《中华人民共和国环境影响评价法》等法律法规，并在此基础上制定了公司各项环境通用管理制度，比如《环境保护、健康和安全事故报告及调查程序》、《环境因素识别、评价控制程序》、《环境管理运行控制程序》等等，加强环境制度体系建设。



作者：商业解读者
链接：https://xueqiu.com/8136016415/193582166
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"松花江惊魂，是一场中国本世纪最严重的水域污染事件之一。该事件的主角就是新亚强的前身吉林新亚强生物化工有限公司(以下简称：吉林新亚强)。据多家媒体报道，2010年7月28日，在吉林省吉林市永吉县，吉林新亚强化工厂装有约170吨三甲基乙氯硅烷的原料桶冲入松花江，对松花江环境安全造成巨大隐患。三甲基乙氯硅烷是一种有刺激气味的无色透明液体，具有易燃易爆的特性，受热或遇水分解可释放出有毒的腐蚀性烟气。随即，为了防止水质污染对人体健康造成影响，吉林市不得不停水数日，严重困扰当地的生活生产。事件发生后，吉林省迅速采取措施，在松花江沿途设置8道防线进行拦截。



作者：电鳗快报
链接：https://xueqiu.com/4516855116/156063753
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"近两年国家大力推行“煤改清洁能源”政策，对于农村居民而言，煤改清洁能源最重要的是 “高性价比”，即“用得起”，“可持续”。作为替代燃煤的最佳方式之一，格力空气能凭借环保节能、采暖效果好、舒适度高、故障率低等特性受到了更多的青睐和口碑。
格力发力空气能市场已经有段时日，目前有“红冰”“火凤凰”“热水湾”等多条产品线，可满足消费者多种多样生活需求。部分经销商已经初具规模，并形成持续销售。山东格力通过总结挖掘身边榜样，深入了解其运营理念和方式方法，发现了一批优秀经销商，本次“格力智慧·榜样力量”分享的是莱州市德润新能源科技有限公司。",1
据贵州茅台官微消息，6月3日，茅台集团习水循环园酿酒废弃物资源化利用项目启动仪式在习水县经开区举行。项目占地面积837.18亩，设计产能为年处理酿酒废弃物70万吨。据介绍，项目建成后，通过对酒糟、窖泥、稻草的多层级利用和多路径循环，进而生产有机肥和发酵饲料，在实现酿造资源循环利用的同时，将直接助力全省牛羊产业。,1
"在上海，世茂集团旗下上海佘山世茂洲际酒店、崇明由由世御别墅酒店、佘山茂御臻品之选酒店以及松江世茂睿选酒店、上海虹桥世茂睿选尚品酒店临危受命，或接待援护医疗队，投入抗疫一线保障工作，或作为定点医学观察点，做好防控隔离工作，最终圆满完成接待任务。

在全国多地面临疫情危机时，天津生态城世茂希尔顿、沈阳世茂希尔顿、南京滨江世茂希尔顿、福州世茂洲际等多家酒店毅然决然、守望相助，助力城市防疫工作有序开展。



作者：中访网
链接：https://xueqiu.com/1015390053/225763283
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"会上，美的空调创新研究院主任李金波与中标院佛山绿色发展创新研究院院长鲍威共同发布了美的空调典型产品“碳足迹”及“减碳量”两项技术报告。结果显示，美的空调某款主销高能效空调器产品全生命周期碳足迹为4119.38 kg CO2eq，产品使用阶段碳足迹占比大幅低于普通产品；空调使用阶段每年的碳减排量达135.5 kg CO2eq，相当于种植9棵绿树所产生的碳汇。

作者：家电圈
链接：https://xueqiu.com/4582457192/225494530
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"水面漂浮物方面，2008 年，华新与中国长江三峡集团正式签约，启动了水面漂浮物协同处置项目。该项目在11年即获得""十一五""国家科技支撑计划重大项目示范工程。

危废处理方面，从处理的品类上看，水泥窑可以处理50余种危废中的超过30种。目前公司投入运行的工业危废是武穴工厂，2018 年公司工业危废的在建项目为武穴扩建项目以及两个新建项目，合计超过 5 万吨。

经过多年发展，截至2018年5月，华新已经投产、在建的各类废弃物处理工厂45家，遍布湖北、湖南、河南、广东、重庆、云南、四川等省市。



作者：爱不释手06
链接：https://xueqiu.com/9873142968/114465382
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近日，BOE（京东方）VUSION系列电子价签产品获得第三方测试、检验和认证机构SGS颁发的产品碳足迹核查评估报告，该报告计算电子价签产品全生命周期的碳足迹能源消耗。作为全球零售领域电子价签产品的首个碳足迹评估报告，本次获颁为碳披露和碳足迹标准制定、碳排放管理体系搭建及完善奠定了技术基础，引领智慧零售行业低碳发展新风向。

作者：南柯梦碎
链接：https://xueqiu.com/3436225335/227310822
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
 世界环境日前夕，耐克(NKE)发布了《2016-2017财年可持续发展商业报告》，同时，其可持续发展网站也正式上线。报告显示，耐克已连续四年被公认为行业中使用可回收聚酯材料最多的企业，2017财年，75%的耐克鞋类和服装产品使用了可回收材料。据悉，耐克的目标是通过运动的力量推动世界进步。耐克正在创新21世纪的全新商业模式，在这种模式下，供应链是扁平、环保、平衡发展的，材料和产品都具有可持续性。,1
"《快消品》了解到，在疫情封控期间，对于初期大家面临的缺少物资的困境，钟薛高想法设法的给员工送去物资，解决他们的燃眉之急；而随着封控时间的拉长，大家不可避免的会产生焦虑、恐慌等情绪问题，此时，林盛先生提出，由管理层牵头，与员工组成团队，定期开展玩游戏、云聊天等丰富活动，帮助员工舒缓情绪压力。同时，钟薛高也与专业的心理咨询机构合作，让员工可以更好地疏解疫情所带来的负面情绪。这些举措都体现出了钟薛高对员工的人文关怀。



作者：东方快消品中心
链接：https://xueqiu.com/8014256486/223460405
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"  据悉，美国社交媒体平台脸书解雇了52名员工，原因是他们2014年至2015年间滥用权限窥探用户数据。

  报道称，大多数滥用私人信息的工程师都是男性，有的工程师还窃取了自己爱慕女性的私密信息、私人消息及已删除照片等，他们会利用这些信息去追踪自己感兴趣的女性目标，但不会当面与她们对质。



作者：华商韬略
链接：https://xueqiu.com/8448834584/190696298
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"2014年以来，漳浦县意发石材有限公司在赤岭乡蔡坑矿区长期非法开采，造成大面积山体、植被破坏，下游蔡坑水库沦为“牛奶湖”。经漳浦县初步调查，该公司破坏商品林达201亩，越界开采矿产品评估价值约8200万元。

作者：经济观察报
链接：https://xueqiu.com/3502728586/131373002
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"近日，知乎裁员消息闹得纷纷扬扬，然而诡异的是，主角并不是知乎公司，而是一家自称可以监控员工投简历、登陆求职网站等行为的感知平台。这家公司来自深圳，声称可监测员工离职倾向，3年只需4万元，就可以提供员工“离职动向”。并且晒出了一名员工访问求职网站23次，投递简历9次，含关键词的聊天记录254条等涉及到员工隐私的内容。裁员加泄露隐私，双料齐爆，一时间引发热议。



作者：启盈门
链接：https://xueqiu.com/9016361327/211536100
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"华润材料（301090.SZ）11月4日在投资者互动平台表示，公司产品为食品级聚酯瓶片是一种可回收再利用的材料，公司一直在持续关注行业的前沿发展技术趋势，包括但不限于可降解塑料技术

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/202159520
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"据了解，为降低人工管控无法排除商品内在质量问题的风险，孩子王已和南京市产品质量技术监督检验院NQI、CTI华测、EMTEK信测、TUV南德意志等国内知名第三方检测机构开展深度合作，不定期对在售商品展开匿名抽检，对于不合格产品，将从严处理。针对特殊食品、化妆品等产品，孩子王自2021年起已实现产品批次管理，从供应商送货到物流/门店收货均会上传/查验批次合格证明。

作者：飞鱼财经
链接：https://xueqiu.com/9035988091/219833450
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"沃森学院从2020年开始，启动了“沃森生物战略人才工程四大项目”，包含：EMBA课程、MBA课程、疫苗科学素养课程和君子人格与管理者修养课程。其中疫苗科学素养班1期待课程已于2021年4月顺利结业，并在2021年9月开启第2期课程；四大项目以学历、岗位及专业性质为基础定制培训课程，不断普及专业知识；推进各部门、岗位之间的协调配合，提升全员素质，提高工作效率与工作质量，促进全员成长；改善管理习惯、提升管理效能，推动公司管理规范化、智能化，凝聚核心竞争力，为实现公司发展战略夯实基础。



作者：好公司长期拿
链接：https://xueqiu.com/3537625901/216454944
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"集团北京总部在迎新生日会在继承传统环节外，举办了以“激情、健康”为主题的“plank挑战赛”，即平板支撑比赛。此项健身方式可有效锻炼腹部，远离下背疼痛且简单易行，是现在最火爆的全民风潮运动。这次挑战赛分为男子组、女子组，参加者挑战自我极限，拉拉队员热情助威，随着不断刷新的成绩，现场掀起一个又一个的高潮，使新、老员工深切感受到东方大家庭的活力、东方员工的热情。员工迎新生日会是企业文化的缩影，本期活动也为已经走过4个年头的员工迎新生日会赋予了新的使命，保持员工激情，美丽健康工作。



作者：OrientGroup
链接：https://xueqiu.com/1784300254/171240585
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"　2021年4月21日13时43分，绥化安达市黑龙江凯伦达科技有限公司发生一起中毒窒息事故，造成4人死亡、9人中毒受伤，直接经济损失约873万元。

　　事故发生在三车间制气工段制气釜停工检修过程中。初步分析事故的主要原因是，在4个月的停产期间，制气釜内气态物料未进行退料、隔离和置换，釜底部聚集了高浓度的氧硫化碳与硫化氢混合气体，维修作业人员在没有采取任何防护措施的情况下，进入制气釜底部作业，吸入有毒气体造成中毒窒息。在抢救过程中救援人员在没有防护措施的情况下多次向釜内探身、呼喊、拖拽施救，致使现场9人不同程度中毒受伤



作者：中国网财经
链接：https://xueqiu.com/9293278021/194772469
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"收购金泰阁、天奇锂致布局动力电池回收，持续投资不断加码。2017年公司着手布局动力电池回收业务，2017-2020年期间，公司累计投资超过9.34亿元，实现对动力电池回收行业优质标的金泰阁和锂致实业的控股，成功延展汽车产业链。根据公司2021年6月及8月公告，公司拟投资50亿元用于退役动力电池、锂电池梯次利用及三元前驱体生产项目、投资4.4亿元用于废旧锂电池综合利用扩产技改项目，加大产业布局力度，推进公司退役动力电池全生命周期管理进程。



作者：钻石研报
链接：https://xueqiu.com/4952203144/216121731
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"国家有关部门对高寒区露天采矿的弃土弃渣堆放、草皮层剥离养护等有明确要求。督察发现，那曲市、色尼区对矿山生态保护与恢复治理工作监督管理不力，部分企业履行“谁开采、谁治理，边开采、边治理”责任不到位，甚至只开采不治理，对高寒草原生态造成严重破坏。其中，中建交通建设工程(西藏)有限公司1号砂石料场共计占用破坏草地面积12.1万平方米，直到此次督察进驻后才准备实施生态修复治理。现场督察发现，大量剥离废石随意堆弃在山坡上，压占破坏草地；部分剥离的草皮层随意堆放，没有做到规范养护，基本丧失移植恢复价值。此外，罗玛镇五村砂石矿2018年7月就已关闭，但其破坏的近10万平方米草地至今未完成生态修复；鑫湖商贸有限公司砂石料场未落实草皮层剥离养护要求，大量砂石压占草地1.8万平方米。



作者：中国网财经
链接：https://xueqiu.com/9293278021/217024467
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"水面漂浮物方面，2008 年，华新与中国长江三峡集团正式签约，启动了水面漂浮物协同处置项目。该项目在11年即获得""十一五""国家科技支撑计划重大项目示范工程。

危废处理方面，从处理的品类上看，水泥窑可以处理50余种危废中的超过30种。目前公司投入运行的工业危废是武穴工厂，2018 年公司工业危废的在建项目为武穴扩建项目以及两个新建项目，合计超过 5 万吨。

经过多年发展，截至2018年5月，华新已经投产、在建的各类废弃物处理工厂45家，遍布湖北、湖南、河南、广东、重庆、云南、四川等省市。



作者：爱不释手06
链接：https://xueqiu.com/9873142968/114465382
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"上市公司实控人、股东或者高管向公益组织大手笔捐赠的故事，并不鲜见。然而，比亚迪执行副总裁李柯捐赠价值1.6亿元股票的新闻，还是引起了资本市场的热议。

作者：比亚迪(SZ002594)
链接：https://xueqiu.com/S/SZ002594/227494802
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"5月10日，国电电力（600795）大同公司纪委办公室组织开展《配合外部单位审查调查工作管理办法》宣贯培训会议。

　　该公司纪委为了能够及时掌握部门及职工个人涉及系统外部单位调查事项配合工作，便于抓苗头、早预防、早应对，结合工作实际，统一筹划，在征求各职能部门的意见建议的基础上，研究制定了《配合外部单位审查调查工作管理办法》，为该公司人员配合系统外部单位审查调查具体流程和需要履行的程序提供了根本遵循。《配合外部单位审查调查工作管理办法》分为六部分内容，配套三个表单，主要从配合外部单位审查调查工作情况和个人被外部单位传唤配合审查调查工作情况应当履行的程序作了相关规定。该制度是该公司纪委按照用制度规范企业管理的理念，以“可操作性、系统性、合法性、平等性”为基本原则，按照上级的制度要求开拓思路、与时俱进、探索创新，确保配合工作有章可循，有章可依，克服人员用惯性思维处理问题的现象，有效地提升企业规范化管理水平。",1
"八宿海螺水泥有限公司(以下简称八宿水泥)石灰岩矿山未落实环评“边生产边治理”要求，没有采取作业区及运矿道路洒水降尘、堆存物料防尘苫盖等抑尘措施。



作者：中国网财经
链接：https://xueqiu.com/9293278021/216196032
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"美年健康集团视员工为企业最大的财富，让员工获得精神和物质两方面的幸福是美年的企业宗旨所在。“感恩答谢美年人”是2022年美年“感恩季”活动的一个重要内容。预防从自身及家人做起，为了感谢美年全体6万多名员工过往在工作岗位上的勤勉付出，虎年新春伊始，各地美年体检中心特别安排了“员工及家属关怀日”活动，为每位员工及其两位家属进行免费体检，让每一位美年人和他们的家人做到“早检查、早预防”，防患于未然。



作者：美年健康集团
链接：https://xueqiu.com/9233876379/211500499
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"据青黄综法罚字[2021]第202104021号：国电电力胶南风力发电有限公司，2020年开始在黄岛区大村镇、王家前夼村西、胡家前夼村北，胡家前夼村西、王家前夼村南，市美村西、西茶沟村北，西茶沟村西、西北河崖村北，西茶沟村西、黄大路东，西龙古村西、桃山村北，西龙古村西、桃山村北，西龙古村西、桃山村北，西龙古村西、桃山村北，西龙古村西、桃山村北，桃山村东、林子村北，前龙古村西、林子村北，庙子山村南、管家村西，封家小庄村西、子罗村北。14处地块未经批准，非法占用青岛市黄岛区大村镇王家前夼村集体土地324平方米，胡家前夼村集体土地121平方米（林地203平方米），市美村集体土地352平方米，西茶沟村集体土地324平方米，西河崖村集体土地390平方米，西北龙古村集体土地810平方米（林地525平方米），桃山村村集体土地648平方米，前龙古村集体土地196平方米（林地128平方米），庙子山村集体土地171平方米（林地153平方米），重罗山村集体（林地324平方米），占用土地总面积4630平方米，涉嫌未经批准非法占用土地。



作者：青岛精选
链接：https://xueqiu.com/6679736674/224532243
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"BIPV(光伏建筑一体化)第四季度有望加速发展，这种电池成BIPV最优解。特斯拉计划在第四季度 重启屋顶光伏项目 在全球降碳浪潮中，光伏发电作为技术成熟、成本领先的清洁能源，行业景气度持续高企，吸引全球企业纷纷布局光伏发电。

作者：特斯拉(TSLA)
链接：https://xueqiu.com/S/TSLA/232088390
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"内蒙古伊利实业集团股份有限公司（简称“公司”）为加快公司奶酪业务的发展，激发奶酪业务内生动力，计划在业务发展初创期引入核心员工持股平台，拟与核心员工持股平台共同向公司的全资子公司内蒙古伊家好奶酪有限责任公司（简称“伊家好奶酪”）进行增资。公司拟以现金出资28,720万元，拟设立核心员工持股平台以现金出资31,280万元。增资完成后，公司持有伊家好奶酪60%的股权，拟设立核心员工持股平台持有伊家好奶酪40%的股权，伊家好奶酪注册资本由2,000万元变更为10,000万元，资本公积由零变更为52,000万元，公司仍为伊家好奶酪的控股股东。 

这是带领员工共同富裕；如果员工共同持股，能够激励员工，把奶酪业务发展起来认为是值得的。一件事需要两面来看；很多公司都在搞股权激励例如，泸州老窖，前几年的五粮液。本质都是希望核心骨干大家一起把业绩做上去。现在如果能够激励一些股权，把业绩做大，未尝不是一件好事。



作者：芒格信徒
链接：https://xueqiu.com/1207895393/199178070
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"公司从2007年开始启动电子废弃物循环利用的关键技术研究与产业化，目前已在江西、湖北、河南、山西与内蒙古等省建设了6个先进电子废弃物绿色处置园区，拥有6个电子废弃物处理资质许可，总资质许可能力达到1260万台，总处理量占全国的10%以上。



作者：长风金融客
链接：https://xueqiu.com/6292223557/203265449
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"长期以来，安科生物积极响应国家节水行动，持续提高节水降耗成效，近三年万元产值新水量逐年递减，成效明显。主要得益于公司综合保障中心持续加强企业用水管理，积极采用节水器具、加强供水管网漏水检测、开展节水改造等工作，并取得积极成效。2021年，公司顺利完成合肥市节水型企业创建工作，并通过了水平衡测试的验收工作，数据表明：水平衡测试期间，公司整体用水合理，节水措施得当，重复用水量7398.2㎡，重复利用率94.7%。

作者：安科生物
链接：https://xueqiu.com/9361459929/231595717
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
生态环境部网站消息，2021年4月，中央第七生态环境保护督察组对广西壮族自治区开展督察发现，梧州岑溪市推进中央生态环境保护督察整改不力，对花岗岩矿山综合整治缺乏整体谋划，绿色矿山创建流于形式，闭坑矿山环境治理恢复工作严重滞后，粗放开采问题突出，随意倾倒弃土弃石、洗砂废泥等现象普遍，矿区及周边晴天尘土漫天，雨天泥水横流，生态破坏和环境污染严重，群众反映强烈。,0
"携程宣布，3月1日开始，每周三、周五，公司各事业部、职能部门可根据实际管理需求，实行或逐步推行1-2天的混合办公。 携程2021年的混合办公试验数据显示，对绩效无明显影响，6成员工强烈支持，离职率下降三分之一 。
携程集团董事局主席梁建章表示：混合办公制度的推广是企业、员工和社会的多赢。还有利于减少交通堵塞、环境保护；缓解高房价和地区间差异；另外有利于家庭和谐、女性职业发展和提高生育率。",1
"日前，高露洁与公司技术研发团队共同推出的新型可回收牙膏用塑料薄膜项目顺利通过高露洁（全球）技术认证，这在永新股份（002014）与高露洁（全球）的战略合作上具有里程碑意义，也标志着高露洁与永新股份在绿色包装可持续发展的研发上迈上了新台阶。

　　作为高露洁（全球）的战略合作伙伴和卓越供应商，此次牙膏用薄膜可回收项目的成功验证，是双方战略互信的成果，更是高露洁与永新股份在全球绿色循环经济道路上携手共进的见证。未来，公司将和高露洁（全球）共同努力，立足“包装2025”战略，持续开发推广单一材质、可回收等环境友好型材料，推进柔性包装的设计应用，争当中国塑料软包装行业绿色可持续发展的领跑者。",1
"在防疫安全方面，苏宁物流积极组织员接种新冠疫苗。目前，苏宁物流85%以上区域已经组织推动疫苗接种，上海、昆明、青岛、乌鲁木齐、杭州、深圳等多地快递员已完成首批次第1针剂的接种。对于地区政策要求上门配送人员需要进行核酸检测的，相关检测费用由公司承担。为让用户更安心，快递员在配送时，除严格执行“无接触配送”外，还将携带标注快递员体温、疫苗接种等信息的“安心卡”上岗。



作者：创投内参
链接：https://xueqiu.com/7419857303/170626966
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"华润材料（301090.SZ）11月4日在投资者互动平台表示，公司产品为食品级聚酯瓶片是一种可回收再利用的材料，公司一直在持续关注行业的前沿发展技术趋势，包括但不限于可降解塑料技术

作者：每日经济新闻
链接：https://xueqiu.com/4642157440/202159520
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"美的被裁员工喊话，方洪波：艰难选择，深感惭愧 美的集团优化人员证实。日前，脉脉平台出现了一条，美的集团很高比例裁员的传闻。5月19日，美的集团回应：今年，鉴于对内外部环境的判断，公司有序收缩

作者：美的集团(SZ000333)
链接：https://xueqiu.com/S/SZ000333/220573550
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",0
"截至今年上半年，中国平安已升级贫困地区乡村小学1054所，培训村小教师1.41万名，惠及贫困学生30余万人；升级乡村地区卫生所1228所，支持培训乡村医生1.18万人，健康检测筛查覆盖贫困地区人口11万余人；提供扶贫及产业振兴帮扶资金497.2亿元，从“村教”“村医”“村官”多维度支持乡村建设。

作者：华尔街学堂Talk
链接：https://xueqiu.com/7673771430/232190065
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"金发科技的产品以自主创新开发为主，覆盖了改性塑料、环保高性能再生塑料、完全生物降解塑料、特种工程塑料、碳纤维及复合材料、轻烃及氢能源和医疗健康高分子材料产品等7大类自主知识产权产品。金发科技材料以其良好的环境友好度和卓越的性能远销全球130多个 国家和地区，为全球1000多家知名企业提供服务。公司目前改性塑料产能达到220万吨，约占到国内市场份额10%左右，是国内也是亚太 地区最大的改性塑料生产企业。

作者：心心相印o
链接：https://xueqiu.com/6351082895/231820732
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
"近日，南山铝业（600219）下属龙口南山铝压延新材料有限公司和烟台东海铝箔有限公司顺利完成了必维认证有限公司进行的ISO 14067碳足迹核查，并获得了罐体料、罐盖拉环料、包装铝箔、电池铝箔等产品碳足迹查证声明书。

作者：南山铝业(SH600219)
链接：https://xueqiu.com/S/SH600219/222000931
来源：雪球
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。
风险提示：本文所提到的观点仅代表个人的意见，所涉及标的不作推荐，据此买卖，风险自负。",1
